post_title,post_url,likes,post_year,post_month,comment_body,comment_likes,comment_year,comment_month,source,place,review_count,helpful_votes,date_exp,month_exp,year_exp
Costco Online Tires,https://www.sitejabber.com/reviews/costco.com#1020,0,2018,February,,"Date of experience: February 14, 2018",2018.0,February,sitejabber,Canada,1,0,2018-02-14,February,2018.0
Got the item on time. Not the smartest shipper though,https://www.sitejabber.com/reviews/costco.com#337,0,2015,November,,"Date of experience: November 11, 2015",2015.0,November,sitejabber,Missouri,5,2,2015-11-11,November,2015.0
Thanks Costco!,https://www.sitejabber.com/reviews/costco.com#252,0,2015,August,,"Date of experience: August 7, 2015",2015.0,August,sitejabber,Illinois,4,9,2015-08-07,August,2015.0
No customer assistance whatsoever,https://www.sitejabber.com/reviews/costco.com#1522,0,2022,February,"I purchased an expensive item (around $1000) thru costco online. I got a message via email from costco confirming payment and stating when to expect delivery, along with tracking number. A couple days later I get a message stating that the item had been shipped. A day later I followed up with the UPS tracking and it then stated that UPS had not even picked up the delivery yet. No delivery date was offered. So my item is in limbo. I called Costco customer service but they stated there was nothing they could do. Simple as that. It was now in the hands of the vender that is actually sending the merchandise Costco just takes my money and forgets about you. Totally worthless.","Date of experience: February 1, 2022",2022.0,February,sitejabber,California,3,3,2022-02-01,February,2022.0
"Globalist Marxist Corp require Masks for Corona Scam, I boycott.",https://www.sitejabber.com/reviews/costco.com#1276,0,2020,May,"That's all I have to say really. Not only does Costco require masks of employees but they also require masks of customers as part of the Corona virus fraud. I hope they get what they deserve. I certainly will never shop there again and neither will my family or extended family. I am not interested in a society in which I am a slave to ZOG and not allowed to to have a business, own property, or have any rights. Over my dead body, or theirs.","Date of experience: May 11, 2020",2020.0,May,sitejabber,Florida,1,13,2020-05-11,May,2020.0
Costco Does Not Backup their Special Services,https://www.sitejabber.com/reviews/costco.com#1304,0,2020,July,,"Date of experience: July 29, 2020",2020.0,July,sitejabber,Florida,2,3,2020-07-29,July,2020.0
Terrible Service,https://www.sitejabber.com/reviews/costco.com#1431,0,2021,October,"Tried to cancel my 93 year old father's membership over the phone (I have power of attorney). They would not allow me to cancel it. I could understand if they wouldn't allow me to open an account in his name but to cancel it? I told them that I would go to the store in person with the power of attorney in hand. The customer service rep said, ""I think you may be able to do that"". Really? I may be able to cancel?! I guess once they get your money, it's hard for them to give it up.","Date of experience: October 25, 2021",2021.0,October,sitejabber,North Carolina,4,8,2021-10-25,October,2021.0
All of the bulbs I bought at costco for summer were...,https://www.sitejabber.com/reviews/costco.com#44,0,2014,September,All of the bulbs I bought at costco for summer were duds. They took them all back but this is the second year in a row the big $14.95 value bags were not worth a penny. All of them did not sprout. Not pleased..,"Date of experience: September 20, 2014",2014.0,September,sitejabber,Washington,3,4,2014-09-20,September,2014.0
Did not buy appliances Costco.com-especially not GE,https://www.sitejabber.com/reviews/costco.com#1648,0,2022,May,"Delivery date in cart is ""estimate"". Even after promised delivery no notice no show. Costco said GE the worst. Both GE delivery service & Costco customer service will tell you will call you back & neither do. I've completely paid & have no faith I will get it even a week after it was to be here. This is not a shortage issue. I was told it is at the GE warehouse. This is bc they don't give a sxxx about customers. I'm now considering canceling membership. Stinks.","Date of experience: May 28, 2022",2022.0,May,sitejabber,Michigan,1,1,2022-05-28,May,2022.0
Best supermarket,https://www.sitejabber.com/reviews/costco.com#2119,0,2023,June,"I reckon it's the best retail supermarket in the whole country.
There are cheap products and not only the one you can consume. You can buy here clothes, electronics, and literally everything you wish.","Date of experience: June 13, 2023",2023.0,June,sitejabber,RU,10,1,2023-06-13,June,2023.0
Tire department does not honor warrenty,https://www.sitejabber.com/reviews/costco.com#1128,0,2018,October,,"Date of experience: October 12, 2018",2018.0,October,sitejabber,Arizona,2,6,2018-10-12,October,2018.0
Don't value there customers!,https://www.sitejabber.com/reviews/costco.com#1201,0,2019,June,I ordered a sewing machine on line for my daughter's birthday. It doesn't show up and check on line find out Costco canceled the order. No call or email. I call and find out that our new address was not in the system yet. I spend about 40 minutes with a young girl trying to ship the item. She said her supervisor won't $#*! it. I answered all the security questions and still won't ship it. 19 years with them and this is there customer service. We canceled the member ship and upgraded Amazon Prime. We also joined Sam's club. We get free shipping and ordered the sewing machine. Costco you just lost a very good customer that spent a few thousand dollars a year. We didn't really shop there that much anymore. Amazon has you beat in everyway. Especially customer service and shipping. Good luck with your big box of poor customer service.,"Date of experience: June 26, 2019",2019.0,June,sitejabber,California,2,0,2019-06-26,June,2019.0
Customer service is great in the store but the home office is a rea nightmare,https://www.sitejabber.com/reviews/costco.com#1579,0,2022,March,If you are thinking about joining Costco; keep this in mind. If you have a question about your account be prepared to spend at least 1/2 hour trying to get through to anyone by phone. It is a nightmare. They make it mor edificult than trying to reach someone in government.,"Date of experience: March 9, 2022",2022.0,March,sitejabber,Minnesota,1,1,2022-03-09,March,2022.0
Produce review,https://www.sitejabber.com/reviews/costco.com#1091,0,2018,July,"Honeydew I bought from Costco was so bad that even after 8 days of attempting to ripe it in garage, it had no sweetness.
I often buy Hoody's shelled peanuts and they are bad 50 % of the time. They were over roasted.
Peanuts are great when they are still white or slightly brown when roasted.
I never took any produce back because of time and gas spend was not worth the cost of produce or peanuts.
I have often bought produce or food which has been poor quality 50 % of the time.
That does not mean Costco should not monitor quality of their produce and products.","Date of experience: July 18, 2018",2018.0,July,sitejabber,Arizona,1,1,2018-07-18,July,2018.0
Disapointed Costco would contract with Kelsie Blinds!,https://www.sitejabber.com/reviews/costco.com#892,0,2017,February,"Costco had a special with Kelsie Blinds. Bryan came out, measured my blinds and sent me an estimate... which did not include all blinds he measured. I replied he was missing a breakfast side window which was one of the smaller ones and he replied back that t was wrong. I replied with description of all blinds. I did not hear back from him until I called Costco directly. I then received an amended estimate. It went from $1,922.60 to $2,735.80. That means one of the smallest windows cost $813.20.","Date of experience: February 15, 2017",2017.0,February,sitejabber,Florida,2,0,2017-02-15,February,2017.0
"Good deals, hate the memebership",https://www.sitejabber.com/reviews/costco.com#508,0,2016,March,,"Date of experience: March 20, 2016",2016.0,March,sitejabber,PS,5,10,2016-03-20,March,2016.0
